EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,27-03-01,"$157,812 ",11% ,United States,Miami,
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,11-09-18,"$80,745 ",0% ,United States,Chicago,
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,Caucasian,57,18-02-96,"$75,354 ",0% ,United States,Austin,14-12-96
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,56,20-09-18,"$78,938 ",14% ,United States,Phoenix,
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,10-09-08,"$96,313 ",0% ,United States,Austin,
E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,29-11-10,"$153,767 ",27% ,United States,Phoenix,
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,19-09-15,"$103,423 ",6% ,United States,Columbus,
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,23-06-21,"$86,464 ",0% ,China,Shanghai,
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,14-01-18,"$80,516 ",0% ,Brazil,Sao Paulo,
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,21-08-13,"$105,390 ",6% ,United States,Columbus,
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,06-09-21,"$83,418 ",0% ,China,Shanghai,
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,03-11-17,"$66,660 ",0% ,United States,Austin,
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,10-06-15,"$101,985 ",7% ,United States,Miami,
E03055,Austin Rojas,Vice President,Finance,Corporate,Male,Latino,29,05-12-18,"$199,504 ",30% ,United States,Austin,
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,05-10-06,"$147,966 ",11% ,Brazil,Rio de Janerio,23-05-19
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,20-06-14,"$41,728 ",0% ,China,Chongqing,
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,17-02-11,"$94,422 ",0% ,United States,Phoenix,
E04637,Samuel Song,Director,Sales,Corporate,Male,Asian,31,29-06-15,"$191,026 ",16% ,United States,Columbus,
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,29-11-10,"$186,725 ",32% ,Brazil,Manaus,
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,20-08-09,"$52,800 ",0% ,United States,Phoenix,
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,05-12-10,"$113,982 ",0% ,United States,Seattle,
E04636,Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,54,16-03-21,"$56,239 ",0% ,China,Chongqing,
E00568,Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,26,02-03-21,"$44,732 ",0% ,Brazil,Rio de Janerio,
E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,26-06-14,"$153,961 ",25% ,China,Shanghai,
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,45,18-12-06,"$68,337 ",0% ,China,Chongqing,
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,07-05-10,"$145,093 ",12% ,United States,Chicago,
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,11-03-21,"$74,170 ",0% ,United States,Austin,
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,29-03-96,"$62,605 ",0% ,United States,Austin,
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,13-03-20,"$107,195 ",9% ,United States,Austin,
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,11-01-18,"$127,422 ",15% ,United States,Columbus,
E04994,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,26-06-17,"$161,269 ",27% ,United States,Miami,
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,32,05-02-14,"$203,445 ",34% ,Brazil,Manaus,
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,17-01-11,"$131,353 ",11% ,China,Shanghai,
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,16-03-10,"$88,182 ",0% ,China,Chengdu,
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,26-08-19,"$75,780 ",0% ,United States,Seattle,
E03611,Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,45,02-04-19,"$52,621 ",0% ,China,Beijing,
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,15-02-18,"$106,079 ",14% ,United States,Austin,09-04-21
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,11-02-17,"$92,058 ",0% ,United States,Austin,
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,03-03-19,"$67,114 ",0% ,United States,Phoenix,
E02968,Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,25,12-07-20,"$56,565 ",0% ,Brazil,Sao Paulo,
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,20-05-11,"$64,937 ",0% ,United States,Phoenix,
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,07-09-06,"$127,626 ",10% ,United States,Miami,
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,27-01-04,"$88,478 ",0% ,United States,Austin,
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,20-04-14,"$91,679 ",7% ,China,Chongqing,
E01967,John Dang,Director,Sales,Corporate,Male,Asian,58,19-03-92,"$199,848 ",16% ,China,Chongqing,
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,10-11-18,"$61,944 ",0% ,China,Shanghai,
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,13-08-17,"$154,624 ",15% ,United States,Austin,
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,23-10-09,"$79,447 ",0% ,China,Shanghai,
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,26-02-98,"$71,111 ",0% ,Brazil,Rio de Janerio,
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,19-10-14,"$159,538 ",11% ,United States,Miami,
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,02-10-18,"$111,404 ",0% ,Brazil,Rio de Janerio,
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,15-08-20,"$172,007 ",26% ,United States,Miami,
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,21-07-11,"$219,474 ",36% ,Brazil,Manaus,
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,15-05-19,"$174,415 ",23% ,United States,Miami,
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,21-01-21,"$90,333 ",0% ,Brazil,Rio de Janerio,
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,21-01-21,"$67,299 ",0% ,United States,Phoenix,
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-05,"$45,286 ",0% ,United States,Chicago,
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,08-08-07,"$194,723 ",25% ,United States,Phoenix,
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,10-08-12,"$109,850 ",7% ,China,Beijing,04-02-20
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,19-04-14,"$45,295 ",0% ,Brazil,Sao Paulo,
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,23-08-10,"$61,310 ",0% ,United States,Phoenix,
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,Asian,55,09-11-16,"$87,851 ",0% ,China,Chongqing,
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,12-03-18,"$47,913 ",0% ,United States,Seattle,
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,07-09-17,"$46,727 ",0% ,United States,Columbus,31-05-18
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,16-04-21,"$133,400 ",11% ,United States,Phoenix,
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,22-04-20,"$90,535 ",0% ,United States,Miami,
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,11-07-06,"$93,343 ",0% ,China,Chongqing,
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,23-02-06,"$63,705 ",0% ,United States,Miami,
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,28-02-00,"$258,081 ",30% ,United States,Chicago,
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,21-09-20,"$54,654 ",0% ,United States,Phoenix,
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,24-09-98,"$58,006 ",0% ,United States,Seattle,
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,18-03-11,"$150,034 ",12% ,China,Beijing,
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,30-05-07,"$198,562 ",22% ,United States,Seattle,
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,27-05-09,"$62,411 ",0% ,United States,Miami,14-08-21
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,09-01-92,"$111,299 ",12% ,United States,Miami,
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,13-07-19,"$41,545 ",0% ,United States,Miami,
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,14-04-19,"$74,467 ",0% ,United States,Columbus,15-01-21
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,09-02-02,"$117,545 ",6% ,United States,Phoenix,
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,15-03-12,"$117,226 ",8% ,United States,Phoenix,
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,24-01-19,"$55,767 ",0% ,United States,Phoenix,
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,17-11-16,"$60,930 ",0% ,United States,Austin,
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,24-10-18,"$154,973 ",29% ,Brazil,Sao Paulo,
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,21-10-17,"$69,332 ",0% ,United States,Columbus,
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,09-04-01,"$119,699 ",0% ,China,Shanghai,
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,20-09-20,"$198,176 ",17% ,Brazil,Manaus,
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,06-08-12,"$58,586 ",0% ,Brazil,Sao Paulo,
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,28-11-11,"$74,010 ",0% ,United States,Chicago,
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,03-02-20,"$96,598 ",0% ,United States,Phoenix,
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,21-05-03,"$106,444 ",5% ,United States,Phoenix,
E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,10-08-17,"$156,931 ",28% ,United States,Seattle,
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,16-10-14,"$171,360 ",23% ,Brazil,Manaus,
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,05-04-09,"$64,505 ",0% ,United States,Miami,
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,09-10-21,"$102,298 ",13% ,Brazil,Rio de Janerio,
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,13-09-19,"$133,297 ",13% ,Brazil,Rio de Janerio,
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,17-03-21,"$155,080 ",10% ,United States,Austin,
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,13-08-18,"$81,828 ",0% ,United States,Miami,
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,24-10-00,"$149,417 ",13% ,China,Chengdu,
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,25-04-12,"$113,269 ",9% ,Brazil,Sao Paulo,
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,16-12-17,"$136,716 ",12% ,United States,Austin,
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,20-10-11,"$122,644 ",12% ,United States,Austin,
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,07-05-00,"$106,428 ",7% ,United States,Chicago,
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,17-01-09,"$238,236 ",31% ,United States,Seattle,
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,21-12-12,"$153,253 ",24% ,United States,Austin,
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,03-10-14,"$103,707 ",9% ,United States,Columbus,
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,09-08-12,"$245,360 ",37% ,United States,Austin,
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,08-07-21,"$67,275 ",0% ,United States,Columbus,
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,22-01-15,"$101,288 ",10% ,United States,Phoenix,
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,28-08-93,"$177,443 ",25% ,Brazil,Sao Paulo,
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,27-04-16,"$91,400 ",0% ,United States,Chicago,
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,10-09-07,"$181,247 ",33% ,Brazil,Sao Paulo,
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,20-10-03,"$135,558 ",14% ,United States,Phoenix,
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,17-12-11,"$56,878 ",0% ,United States,Seattle,
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,20-09-19,"$94,735 ",0% ,China,Beijing,
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,27-05-07,"$51,234 ",0% ,United States,Seattle,
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,14-01-15,"$230,025 ",34% ,United States,Phoenix,
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,11-03-10,"$134,006 ",13% ,China,Beijing,
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,06-10-09,"$103,096 ",7% ,China,Beijing,
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,20-08-16,"$58,703 ",0% ,United States,Columbus,
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,24-12-12,"$132,544 ",10% ,Brazil,Rio de Janerio,
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,15-04-20,"$126,671 ",9% ,United States,Miami,
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,22-01-21,"$56,405 ",0% ,United States,Chicago,
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,29-11-14,"$88,730 ",8% ,China,Chongqing,
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,17-09-08,"$62,861 ",0% ,United States,Seattle,
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,21-07-06,"$151,246 ",21% ,Brazil,Sao Paulo,
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,12-04-97,"$154,388 ",10% ,United States,Seattle,
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,26-09-94,"$162,978 ",17% ,United States,Miami,24-05-04
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,17-11-93,"$80,170 ",0% ,United States,Miami,
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,28-04-21,"$98,520 ",0% ,United States,Miami,
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,29-12-99,"$116,527 ",7% ,United States,Phoenix,
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,07-11-19,"$174,607 ",29% ,United States,Columbus,
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,12-04-06,"$64,202 ",0% ,United States,Columbus,
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,25-07-19,"$50,883 ",0% ,China,Chongqing,02-03-21
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,03-11-16,"$94,618 ",0% ,United States,Columbus,
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,15-10-19,"$151,556 ",20% ,United States,Miami,
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,08-03-20,"$80,659 ",0% ,United States,Phoenix,
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,03-11-19,"$195,385 ",21% ,China,Chengdu,
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,19-05-16,"$52,693 ",0% ,Brazil,Rio de Janerio,
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,26-04-16,"$72,045 ",0% ,United States,Phoenix,
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,28-11-05,"$62,749 ",0% ,Brazil,Manaus,
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,04-06-18,"$154,884 ",10% ,China,Shanghai,
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,08-03-16,"$96,566 ",0% ,United States,Columbus,
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,23-08-01,"$54,994 ",0% ,United States,Columbus,
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,05-02-12,"$61,523 ",0% ,United States,Columbus,
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,12-12-10,"$190,512 ",32% ,United States,Columbus,
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,13-02-13,"$124,827 ",0% ,China,Beijing,
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,19-01-19,"$101,577 ",5% ,United States,Chicago,
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,17-10-05,"$105,223 ",10% ,United States,Phoenix,
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,06-07-08,"$94,815 ",0% ,United States,Chicago,
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,15-12-21,"$114,893 ",6% ,China,Chengdu,
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,10-01-17,"$80,622 ",0% ,United States,Austin,
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,11-11-16,"$246,589 ",33% ,United States,Phoenix,26-03-17
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,20-05-18,"$119,397 ",9% ,China,Beijing,14-03-19
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,19-12-21,"$150,666 ",23% ,China,Chengdu,
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,09-01-02,"$148,035 ",14% ,United States,Phoenix,
E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,05-06-17,"$158,898 ",18% ,United States,Miami,
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,28-02-12,"$89,659 ",0% ,China,Beijing,
E00005,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,29-04-07,"$171,487 ",23% ,United States,Phoenix,
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,21-08-16,"$258,498 ",35% ,United States,Columbus,
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,29-11-10,"$146,961 ",11% ,United States,Columbus,
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,22-04-98,"$85,369 ",0% ,Brazil,Manaus,27-11-04
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,14-06-15,"$67,489 ",0% ,United States,Chicago,
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,06-10-18,"$166,259 ",17% ,United States,Chicago,
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,07-01-09,"$47,032 ",0% ,United States,Columbus,
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,18-09-16,"$98,427 ",0% ,United States,Columbus,
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,31-05-10,"$47,387 ",0% ,China,Chengdu,08-01-18
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,10-06-19,"$176,710 ",15% ,United States,Miami,
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,28-01-12,"$95,960 ",0% ,China,Chengdu,
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,26-07-20,"$216,195 ",31% ,United States,Miami,
